ID публикации,Заголовок материала,URL
5c38902f9a79474ac6b01869,Меняйся или умри. Советы по выживанию для торговых центров,https://pro.rbc.ru/news/5c38902f9a79474ac6b01869
5c389c149a79474ff71a4b82,Будущее хранения. Названы главные тренды на складском рынке Москвы,https://pro.rbc.ru/news/5c389c149a79474ff71a4b82
5c38b3309a7947581f2c7a26,Расчет для указа: какой будет новая методика производительности труда,https://pro.rbc.ru/news/5c38b3309a7947581f2c7a26
5c38bb3d9a79475ba1cf1a7e,Amazon разрабатывает игровой стриминговый сервис,https://pro.rbc.ru/news/5c38bb3d9a79475ba1cf1a7e
5c3c49949a79471a39e9111b,Маркировка в 2019 году: что и когда делать предпринимателям,https://pro.rbc.ru/news/5c3c49949a79471a39e9111b
5c3c4e6f9a79471c67a41508,M-commerce против e-commerce: кто победит,https://pro.rbc.ru/news/5c3c4e6f9a79471c67a41508
5c3c4f059a79471c1c00f2b9,Вопиющие оплошности: эксперты назвали типичные ошибки поставщиков,https://pro.rbc.ru/news/5c3c4f059a79471c1c00f2b9
5c3c72089a79472ca5e210c6,Во Французских и Швейцарских Альпах подешевела аренда в 2018 году,https://pro.rbc.ru/news/5c3c72089a79472ca5e210c6
5c3c73de9a79472dcb57342b,Январский отчет: сколько зарабатывают HR-специалисты,https://pro.rbc.ru/news/5c3c73de9a79472dcb57342b
5c3c78429a79472ef1f3e36b,"JLL: доля свободных площадей в торговых центрах Петербурга упала до 3,1%",https://pro.rbc.ru/news/5c3c78429a79472ef1f3e36b
5c3c7e6a9a7947315963eabe,Доброе имя: как управлять корпоративной репутацией в интернете,https://pro.rbc.ru/news/5c3c7e6a9a7947315963eabe
5c3c83ba9a794733a14c5688,Think with Google: чем плоха идея показывать в рекламе женщин на кухне,https://pro.rbc.ru/news/5c3c83ba9a794733a14c5688
5c3c901e9a79473842a7e221,Как компании готовятся к цифровому будущему,https://pro.rbc.ru/news/5c3c901e9a79473842a7e221
5c3c9ad39a79473bfea7325d,Как побороть контрафакт на фармацевтическом рынке: пять мнений,https://pro.rbc.ru/news/5c3c9ad39a79473bfea7325d
5c3c9fc69a79473df5a97366,Компания Ipsos исследовала главные привычки питания в мире и России,https://pro.rbc.ru/news/5c3c9fc69a79473df5a97366
5c3d72599a794772ca37cd8b,"Пора сокращаться! Режем площадь магазина пополам, и не меньше!",https://pro.rbc.ru/news/5c3d72599a794772ca37cd8b
5c3d8cab9a79477bf72e2205,«Лента» построит склад площадью 100 тыс. кв. м,https://pro.rbc.ru/news/5c3d8cab9a79477bf72e2205
5c3d96619a79477f93972a91,Аналитики составили рейтинг городов России по росту цен на новостройки,https://pro.rbc.ru/news/5c3d96619a79477f93972a91
5c3da1de9a794785315cf89c,Каким будет покупатель-2020,https://pro.rbc.ru/news/5c3da1de9a794785315cf89c
5c3da9829a79470267000f92,Москва приблизилась к антирекорду 2012 года по вводу торговых площадей,https://pro.rbc.ru/news/5c3da9829a79470267000f92
5c3dadd49a7947049efd1bbc,10 глобальных трендов торговли: о чем позаботиться ретейлерам в 2019 году,https://pro.rbc.ru/news/5c3dadd49a7947049efd1bbc
5c3db1ec9a794706fdf57912,"Как выйти из онлайна в офлайн: примеры Amazon, JD и Alibaba",https://pro.rbc.ru/news/5c3db1ec9a794706fdf57912
5c3dd02e9a794712729ee044,Соцсети в России: где еще возможен взрывной рост,https://pro.rbc.ru/news/5c3dd02e9a794712729ee044
5c3dd5ce9a794714744ac9f9,"Интернет-аудитория в России выросла до 75,4%",https://pro.rbc.ru/news/5c3dd5ce9a794714744ac9f9
5c3df3b49a79471fb9b1d7ab,Промышленное производство баранины в России в 2018 году выросло на 30%,https://pro.rbc.ru/news/5c3df3b49a79471fb9b1d7ab
5c3df9889a7947221c7e690d,Французы отступают: почему «Ашан» отказывается от формата дрогери,https://pro.rbc.ru/news/5c3df9889a7947221c7e690d
5c3dfd569a7947248ee2336c,Как программы лояльности удерживают на плаву российский ретейл,https://pro.rbc.ru/news/5c3dfd569a7947248ee2336c
5c3ed6499a79475b64279083,Объем инвестсделок на рынке недвижимости России за год снизился на 39%,https://pro.rbc.ru/news/5c3ed6499a79475b64279083
5c3ee1649a79475de92ff885,Россияне сократили расходы на технику и электронику,https://pro.rbc.ru/news/5c3ee1649a79475de92ff885
5c3efd7a9a79476990bdb9c8,"Аварийное жилье Петербурга: о ремонте, расселении и инвесторах",https://pro.rbc.ru/news/5c3efd7a9a79476990bdb9c8
5c3f30bd9a79477e707f7401,Около нуля: НИУ ВШЭ изучил настроения ретейлеров,https://pro.rbc.ru/news/5c3f30bd9a79477e707f7401
5c3f38c19a794781373c4d00,Что переживет рынок новостроек в 2019-м,https://pro.rbc.ru/news/5c3f38c19a794781373c4d00
5c3f43d89a794785fc215801,Кредиты из мобильника: зачем Сбербанк выходит на рынок краудлендинга,https://pro.rbc.ru/news/5c3f43d89a794785fc215801
5c3f4e179a794789d95ee959,Место под солнцем. Куда дрейфует BTL и трейд-маркетинг,https://pro.rbc.ru/news/5c3f4e179a794789d95ee959
5c40033b9a7947b5ed95adc6,Судебные разбирательства крупнейших ретейлеров в 2018 году,https://pro.rbc.ru/news/5c40033b9a7947b5ed95adc6
5c402f449a7947c1c7f61d77,Предновогодние расходы россиян оказались самыми высокими за четыре года,https://pro.rbc.ru/news/5c402f449a7947c1c7f61d77
5c4033c79a7947c3075bd16a,«Детский мир» за 2018 год увеличил выручку на 14%,https://pro.rbc.ru/news/5c4033c79a7947c3075bd16a
5c40354c9a7947c44a1cba83,Их настоящее — наше будущее. Как трансформируется ресторанная сфера США,https://pro.rbc.ru/news/5c40354c9a7947c44a1cba83
5c404abc9a7947ccdc1d975c,Как ретейлеру оптимизировать мобильное приложение: 6 советов от Criteo,https://pro.rbc.ru/news/5c404abc9a7947ccdc1d975c
5c4072c09a7947dd4d4bc4cb,Какое жилье ищут россияне: что нужно знать девелоперу о своих покупателях,https://pro.rbc.ru/news/5c4072c09a7947dd4d4bc4cb
5c407d499a7947e149d4cb9d,"Чек на $4,53 трлн: какие сегменты мирового ретейла растут быстрее других",https://pro.rbc.ru/news/5c407d499a7947e149d4cb9d
5c4080e09a7947e285885888,Как не ошибиться с выбором бизнес-партнера,https://pro.rbc.ru/news/5c4080e09a7947e285885888
5c4083719a7947e3a0947c93,Каковы перспективы развития мобильного интернета для бизнеса,https://pro.rbc.ru/news/5c4083719a7947e3a0947c93
5c408afb9a7947e720b5cc6c,Как производителю сократить затраты на 30% за три месяца,https://pro.rbc.ru/news/5c408afb9a7947e720b5cc6c
5c4092349a7947eb5e4b87c4,Памятка ресторатору: как применять эмоциональный маркетинг,https://pro.rbc.ru/news/5c4092349a7947eb5e4b87c4
5c409c669a7947eeca2ac6e9,"Эксперты оценили стоимость сотни элитных квартир Москвы в 62,2 млрд руб.",https://pro.rbc.ru/news/5c409c669a7947eeca2ac6e9
5c40a1209a7947f0f6bf4898,Со своим лицом: как вывести новую косметику на массовый рынок,https://pro.rbc.ru/news/5c40a1209a7947f0f6bf4898
5c4180dc9a7947281b05b73f,Как изменятся промоакции в ретейле в 2019 году: 5 главных пунктов,https://pro.rbc.ru/news/5c4180dc9a7947281b05b73f
5c41826a9a794728b9067f30,В декабре средний чек россиян вырос на 20%,https://pro.rbc.ru/news/5c41826a9a794728b9067f30
5c4183d79a794728bbcac8da,Спонтанные или рациональные: почему россияне совершают онлайн-покупки,https://pro.rbc.ru/news/5c4183d79a794728bbcac8da
5c4185729a79472af5fd3e5d,Какие неудобства ждут клиентов самозанятых граждан,https://pro.rbc.ru/news/5c4185729a79472af5fd3e5d
5c41870e9a79472aea8a41ea,В какие направления e-commerce идут инвестиции,https://pro.rbc.ru/news/5c41870e9a79472aea8a41ea
5c4190f79a79472e8bdf511b,Робот с большой дороги: зачем «Яндексу» беспилотники,https://pro.rbc.ru/news/5c4190f79a79472e8bdf511b
5c4194e89a79473055f8e8fc,Плюсы и минусы удаленной работы: опрос соискателей,https://pro.rbc.ru/news/5c4194e89a79473055f8e8fc
5c419a469a794732b623bca1,Выручка строителей Москвы и области впервые превысила за год 1 трлн руб.,https://pro.rbc.ru/news/5c419a469a794732b623bca1
5c419f9d9a794735987fdd06,"Маркируйте, не манкируйте: какие проблемы несет бизнесу новая маркировка",https://pro.rbc.ru/news/5c419f9d9a794735987fdd06
5c41a4c99a794738aec919c6,Как ИКЕА ищет сотрудников в соцсетях,https://pro.rbc.ru/news/5c41a4c99a794738aec919c6
5c41a6769a7947393fd30c3c,Почему падает доля экономных онлайн-покупателей,https://pro.rbc.ru/news/5c41a6769a7947393fd30c3c
5c41c1b19a794744c68a380f,"Бум в Крыму: 7 проблем, препятствующих росту строительства на полуострове",https://pro.rbc.ru/news/5c41c1b19a794744c68a380f
5c41c31a9a7947460cdb415d,Правильно ли раздает субсидии Минсельхоз: анализ ИКСИ,https://pro.rbc.ru/news/5c41c31a9a7947460cdb415d
5c41c6489a794747f6740852,Пять способов удешевить строительство,https://pro.rbc.ru/news/5c41c6489a794747f6740852
5c41d99d9a7947519d98a450,Директор перемен: какие лидеры компаний возглавят переход к Индустрии 4.0,https://pro.rbc.ru/news/5c41d99d9a7947519d98a450
5c41e66b9a7947566e87f591,Объем выдачи ипотеки в ноябре 2018 года стал рекордным,https://pro.rbc.ru/news/5c41e66b9a7947566e87f591
5c41ecd79a7947591a78dba4,Мировой сектор розничной торговли продолжит расти в 2019 году,https://pro.rbc.ru/news/5c41ecd79a7947591a78dba4
5c4578739a794790379075d5,За год новостройки в Новой Москве подорожали на 15%,https://pro.rbc.ru/news/5c4578739a794790379075d5
5c457fc89a79479330b87f71,Сервис доставки продуктов Instamart выходит на рынок Петербурга,https://pro.rbc.ru/news/5c457fc89a79479330b87f71
5c45848e9a794795ef2c8d37,Ozon запустит сервис доставки еды,https://pro.rbc.ru/news/5c45848e9a794795ef2c8d37
5c458ee49a794799e9422e38,Зеленые против желтых: как Delivery Club сохраняет позиции в доставке еды,https://pro.rbc.ru/news/5c458ee49a794799e9422e38
5c4593be9a79479b84819311,Какие опасности таит корпоративная переписка в публичных мессенджерах,https://pro.rbc.ru/news/5c4593be9a79479b84819311
5c45ba649a7947aab80080a6,Продажи кофе на российских заправках в январе выросли на 20%,https://pro.rbc.ru/news/5c45ba649a7947aab80080a6
5c45c6f69a7947b0ce231692,Жизненно важные мелочи: как ускорить процесс строительства,https://pro.rbc.ru/news/5c45c6f69a7947b0ce231692
5c45c7fd9a7947b0f0c90b99,Спрос на новые поселки на Рублевке в 2018 году вырос на 42%,https://pro.rbc.ru/news/5c45c7fd9a7947b0f0c90b99
5c45d1849a7947b48fc4150f,Шесть проблем дистрибьюторов при работе с несетевой розницей,https://pro.rbc.ru/news/5c45d1849a7947b48fc4150f
5c45d3149a7947b59b3572d4,Как сократить издержки на торговых представителей,https://pro.rbc.ru/news/5c45d3149a7947b59b3572d4
5c45e5529a7947bdd655e0bd,Основатель DNS — об уходе «Кей» и гибели компьютерной розницы,https://pro.rbc.ru/news/5c45e5529a7947bdd655e0bd
5c46c1229a7947f5f4c39cfe,PwC: главы компаний по всему миру растеряли веру в экономический рост,https://pro.rbc.ru/news/5c46c1229a7947f5f4c39cfe
5c46ce4c9a7947f9e2fc5347,Краудфандинг в строительстве: альтернатива деньгам дольщиков,https://pro.rbc.ru/news/5c46ce4c9a7947f9e2fc5347
5c46ce999a7947f9c34a1af5,Что делать при внезапном появлении в офисе полиции: 13 шагов,https://pro.rbc.ru/news/5c46ce999a7947f9c34a1af5
5c46d2be9a7947fb9f12473c,В 2018 году число новых компаний в России превысило число закрытых на 88%,https://pro.rbc.ru/news/5c46d2be9a7947fb9f12473c
5c46d39b9a7947fc20fbcce6,Связанные кешбэком: как ретейл зарабатывает на возврате денег с покупок,https://pro.rbc.ru/news/5c46d39b9a7947fc20fbcce6
5c46d6589a7947fd06644130,Выручка ГК «ПИК» по итогам 2018 года выросла на 20%,https://pro.rbc.ru/news/5c46d6589a7947fd06644130
5c46d9e89a7947fe2a4537cc,"Средний чек россиян снизился на 1,5% — до 532 руб.",https://pro.rbc.ru/news/5c46d9e89a7947fe2a4537cc
5c46de0c9a7947ff4f153c45,Психология толпы: поможет ли краудлендинг малому бизнесу,https://pro.rbc.ru/news/5c46de0c9a7947ff4f153c45
5c46ec859a794704d66ff53d,Как организации минимизировать риск блокировки банковского счета,https://pro.rbc.ru/news/5c46ec859a794704d66ff53d
5c46ed6f9a79470525a745ae,Как не оказаться обманутым при аренде недостроя,https://pro.rbc.ru/news/5c46ed6f9a79470525a745ae
5c4708af9a794710379e5f38,Главные тренды на рынке труда в сегменте FMCG,https://pro.rbc.ru/news/5c4708af9a794710379e5f38
5c47194f9a794717def4a59e,Как Рустам Тарико вернул себе титул водочного короля,https://pro.rbc.ru/news/5c47194f9a794717def4a59e
5c472eef9a7947216403e0ec,В Московском регионе за год ввели 805 тыс. кв. м новых складов,https://pro.rbc.ru/news/5c472eef9a7947216403e0ec
5c4736d99a7947249e4134bf,Зожные пирожные: как создать и раскрутить бренд здорового питания,https://pro.rbc.ru/news/5c4736d99a7947249e4134bf
5c481ac99a79475e5a7a91f6,Как региональным ретейлерам конкурировать с федеральными сетями,https://pro.rbc.ru/news/5c481ac99a79475e5a7a91f6
5c4824b29a79476329122dcc,Почему «Магнит» зря пошел на почту,https://pro.rbc.ru/news/5c4824b29a79476329122dcc
5c48333e9a794767bae75b7e,По каким критериям и зачем власти Москвы оценивают застройщиков,https://pro.rbc.ru/news/5c48333e9a794767bae75b7e
5c4850549a794773ff854909,Почему девелоперская группа «Регионы» решила снимать мультфильмы,https://pro.rbc.ru/news/5c4850549a794773ff854909
5c4857af9a794776a804f605,Никаких касс и персональные цены. Какое будущее ждет супермаркеты,https://pro.rbc.ru/news/5c4857af9a794776a804f605
5c485c9c9a794779403a2a6a,Deloitte: что ждать автопроизводителям в 2019 году,https://pro.rbc.ru/news/5c485c9c9a794779403a2a6a
5c48604a9a79477aa9f1cf32,Эффективная система наказаний: как побороть воровство сотрудников кофеен,https://pro.rbc.ru/news/5c48604a9a79477aa9f1cf32
5c48627c9a79477bf0811683,НИУ ВШЭ: 33% россиян заявили об ухудшении своего материального положения,https://pro.rbc.ru/news/5c48627c9a79477bf0811683
5c48722f9a79478278ae1506,Когда все посыпалось: как сопротивляться рейдерам,https://pro.rbc.ru/news/5c48722f9a79478278ae1506
5c487b4b9a794785cca8b249,Как конвертировать посетителей в покупателей: пять эффективных приемов,https://pro.rbc.ru/news/5c487b4b9a794785cca8b249
5c4881919a794701cf439bb7,Как изменились продажи популярных продуктов в новогодний период,https://pro.rbc.ru/news/5c4881919a794701cf439bb7
5c4967929a79473d7987ce8b,Как создать корпоративную культуру и не «съесть стратегию на завтрак»,https://pro.rbc.ru/news/5c4967929a79473d7987ce8b
5c4976509a7947424368f55c,Россияне хотят открыть собственный бизнес не ради денег,https://pro.rbc.ru/news/5c4976509a7947424368f55c
5c4978149a7947426624cc22,Как современные рестораны используют развлечения,https://pro.rbc.ru/news/5c4978149a7947426624cc22
5c497cd69a794744ab23a472,Владельцы вторичного жилья у новых станций метро подняли цены до 50%,https://pro.rbc.ru/news/5c497cd69a794744ab23a472
5c4985df9a794747ea75ff14,"Годовая выручка «Ленты» выросла на 13% — до 413,5 млрд руб.",https://pro.rbc.ru/news/5c4985df9a794747ea75ff14
5c499b889a794752febf5584,Задача для отчаянных: как перевести жилое помещение в нежилое,https://pro.rbc.ru/news/5c499b889a794752febf5584
5c49b0e99a79475aa21604ae,Мебельный ретейл уходит с улиц: как продажи переместились в ТЦ,https://pro.rbc.ru/news/5c49b0e99a79475aa21604ae
5c49ba3b9a79475ee669ba4f,Скрытые причины слабых продаж: два любопытных кейса,https://pro.rbc.ru/news/5c49ba3b9a79475ee669ba4f
5c49c30b9a79476255f31b4b,Инвестиции в коммерческую недвижимость России сократились в два раза,https://pro.rbc.ru/news/5c49c30b9a79476255f31b4b
5c49d2e49a794768eb3a87c1,Просто ТРЦ не нужен: как ретейлеры набивают руку на шопинге впечатлений,https://pro.rbc.ru/news/5c49d2e49a794768eb3a87c1
5c49d3a29a7947694c99d80d,Как лучше выстроить цепочки поставок между производителями и ретейлерами,https://pro.rbc.ru/news/5c49d3a29a7947694c99d80d
5c49e6949a794770c089e52d,Растет ли эффективность труда в крупнейших российских компаниях,https://pro.rbc.ru/news/5c49e6949a794770c089e52d
5c49fee09a79477800689f08,Дефицит идей и стагнация продаж: чего Moody's ждет от российского ретейла,https://pro.rbc.ru/news/5c49fee09a79477800689f08
5c4ac0499a7947a68e167f06,Сколько стоит цифровая команда и кому она нужна,https://pro.rbc.ru/news/5c4ac0499a7947a68e167f06
5c4ac3239a7947a6c10bacca,Иностранные инвесторы возвращаются в Россию: рост сделок составил 84%,https://pro.rbc.ru/news/5c4ac3239a7947a6c10bacca
5c4adc269a7947b1088cd5ce,Think with Google: шесть опасных для компаний ловушек мышления,https://pro.rbc.ru/news/5c4adc269a7947b1088cd5ce
5c4ae8eb9a7947b5ecaae2f6,Как диверсификация портфеля может помочь увеличить продажи девелопера,https://pro.rbc.ru/news/5c4ae8eb9a7947b5ecaae2f6
5c4af8b39a7947bd3ef527dc,Туристы без денег: где найти выгодных путешественников,https://pro.rbc.ru/news/5c4af8b39a7947bd3ef527dc
5c4afaf69a7947bdcdb41ce9,Роботизация закупок: как сократить трудозатраты на 90%,https://pro.rbc.ru/news/5c4afaf69a7947bdcdb41ce9
5c4afd299a7947be7918688c,Как создать сеть пекарен с жаровнями из глины на ₽500 млн,https://pro.rbc.ru/news/5c4afd299a7947be7918688c
5c4b16b89a7947ca5aa5aa0e,Как изменится фармрынок после выхода аптек в онлайн,https://pro.rbc.ru/news/5c4b16b89a7947ca5aa5aa0e
5c4b1bdf9a7947ccf8f92dbf,Не заплатил сотруднику — не накажут. Но есть нюансы,https://pro.rbc.ru/news/5c4b1bdf9a7947ccf8f92dbf
5c4b1df29a7947ce3ab715bb,E-commerce на рынке недвижимости: когда жилье будут покупать в интернете,https://pro.rbc.ru/news/5c4b1df29a7947ce3ab715bb
5c4b374f9a7947d85dfaaba7,Рынок труда продолжает восстановление — «Ромир»,https://pro.rbc.ru/news/5c4b374f9a7947d85dfaaba7
5c4eb50c9a79470953e1b176,Уродливая проблема: что делать ретейлерам с «неправильными» овощами,https://pro.rbc.ru/news/5c4eb50c9a79470953e1b176
5c4ebecb9a79470e73c686c1,В 2018 году с российского рынка ушло рекордно много иностранных брендов,https://pro.rbc.ru/news/5c4ebecb9a79470e73c686c1
5c4ec55f9a794711fa82a1cb,Почти треть жителей России выплачивают кредит или ипотеку,https://pro.rbc.ru/news/5c4ec55f9a794711fa82a1cb
5c4ed2ed9a794717399e3358,Ключевые тренды потребительского поведения — INFOLine,https://pro.rbc.ru/news/5c4ed2ed9a794717399e3358
5c4ee05c9a79471d291bf3b6,Тотальная старбаксизация: названы главные конкуренты МФК «Москва-Сити»,https://pro.rbc.ru/news/5c4ee05c9a79471d291bf3b6
5c4ee2ab9a79471dfbe47e20,46% малых предпринимателей собираются поднять цены из-за повышения НДС,https://pro.rbc.ru/news/5c4ee2ab9a79471dfbe47e20
5c4eebce9a794721749f46ba,Стоимость апартаментов в Москве выросла на 5%,https://pro.rbc.ru/news/5c4eebce9a794721749f46ba
5c4f00039a794728c4e82b40,Урок немецкого: как грамотно организовать переход застройщиков на эскроу,https://pro.rbc.ru/news/5c4f00039a794728c4e82b40
5c4f17219a794731f8cc5116,Сколько компания может сэкономить на сотрудниках кол-центра в 2019 году,https://pro.rbc.ru/news/5c4f17219a794731f8cc5116
5c4f22959a7947368ed5e31a,Одной тайной меньше: как налоговики повысят добросовестность поставщиков,https://pro.rbc.ru/news/5c4f22959a7947368ed5e31a
5c4f7a5e9a79474f8b31a609,Электронная коммерция: перспективы развития - Retail Week,https://pro.rbc.ru/news/5c4f7a5e9a79474f8b31a609
5c500be89a794772363d7bf2,Как ретейлеру выбрасывать меньше продуктов и не оставить полки пустыми,https://pro.rbc.ru/news/5c500be89a794772363d7bf2
5c501d639a794778c8416548,Воображаемые клиенты: как VR меняет корпоративное обучение,https://pro.rbc.ru/news/5c501d639a794778c8416548
5c5029cf9a79477e33106cb5,Квартиры комфорт-класса в Москве за год подорожали на 10%,https://pro.rbc.ru/news/5c5029cf9a79477e33106cb5
5c502bf79a79477f642d4d59,Доля свободных офисных площадей в Москве снизилась до 10-летнего минимума,https://pro.rbc.ru/news/5c502bf79a79477f642d4d59
5c502fe49a7947806759a610,К каким новшествам при проверках властей пора готовиться ретейлерам,https://pro.rbc.ru/news/5c502fe49a7947806759a610
5c504c3e9a794788888e069d,Сеть Familia в 2018 году на четверть увеличила оборот,https://pro.rbc.ru/news/5c504c3e9a794788888e069d
5c5054329a79478e56f27388,Вас вызвали на допрос в качестве свидетеля: что делать?,https://pro.rbc.ru/news/5c5054329a79478e56f27388
5c5055d39a79478fbfa98466,Минпромторг: в 2018 году производство стройматериалов выросло на 4%,https://pro.rbc.ru/news/5c5055d39a79478fbfa98466
5c505e689a79479301781366,Трансграничная пшеница: что не так с российским продуктовым экспортом,https://pro.rbc.ru/news/5c505e689a79479301781366
5c5075d29a79479b7b0754df,Аграрии со сдержанным оптимизмом смотрят на перспективы отрасли,https://pro.rbc.ru/news/5c5075d29a79479b7b0754df
5c50d3899a7947b46b5878cd,Дружба производителей и ретейлеров в пользу потребителя – Retail Week,https://pro.rbc.ru/news/5c50d3899a7947b46b5878cd
5c515a059a7947d1c56d1efd,ГК «Обувь России» отчиталась о росте выручки на 9% в 2018 году,https://pro.rbc.ru/news/5c515a059a7947d1c56d1efd
5c515f679a7947d31605bd5e,Эксперты подвели итоги 2018 года на рынке стрит-ретейла Москвы,https://pro.rbc.ru/news/5c515f679a7947d31605bd5e
5c516bb39a7947d73b397577,Cushman&Wakefield: каким будет рынок торговой недвижимости в 2019 году,https://pro.rbc.ru/news/5c516bb39a7947d73b397577
5c517b669a7947ddf1e6bb9e,Магомет идет к горе. Онлайн-торговля подтолкнет ретейлеров в регионы,https://pro.rbc.ru/news/5c517b669a7947ddf1e6bb9e
5c518af09a7947e3c305d3c2,Как развивается рынок индейки в России: анализ состояния и прогноз,https://pro.rbc.ru/news/5c518af09a7947e3c305d3c2
5c519b569a7947e98c5ebd75,Infoline назвало 5 крупнейших инвестпроектов в сфере строительства,https://pro.rbc.ru/news/5c519b569a7947e98c5ebd75
5c519d639a7947eae4bbbaa4,Почему увлечь россиян спортом одним только налоговым вычетом не получится,https://pro.rbc.ru/news/5c519d639a7947eae4bbbaa4
5c519d7c9a7947eaa05a6645,Размер потребкредита в России вырос на треть — до 180 тыс. руб.,https://pro.rbc.ru/news/5c519d7c9a7947eaa05a6645
5c519e819a7947eaa41d4877,Зачем предпринимателям государственный суд,https://pro.rbc.ru/news/5c519e819a7947eaa41d4877
5c51c56a9a7947fa88817bbe,Как в российских компаниях оценивают топ-менеджеров и их потенциал,https://pro.rbc.ru/news/5c51c56a9a7947fa88817bbe
5c51e6a39a794704aedfb66d,Как банкиры ограничат себя в продаже чужих продуктов,https://pro.rbc.ru/news/5c51e6a39a794704aedfb66d
5c52abca9a7947353f4842f2,«Деньги — плохая мотивация»: интервью и конспект лекции Лайкера о Toyota,https://pro.rbc.ru/news/5c52abca9a7947353f4842f2
5c52ae1a9a7947363e506bba,Аналитики зафиксировали рекордный спрос на склады в московском регионе,https://pro.rbc.ru/news/5c52ae1a9a7947363e506bba
5c52bf319a79473c517a7420,В 2019 году российские компании изменят подход к повышению зарплат,https://pro.rbc.ru/news/5c52bf319a79473c517a7420
5c52c79e9a79473fe088b64e,В поисках покупателей: где следует искать новые каналы продаж,https://pro.rbc.ru/news/5c52c79e9a79473fe088b64e
5c52f1539a794752374fddf5,В пасти агрегатора: почему закрываются онлайн-маркетплейсы услуг,https://pro.rbc.ru/news/5c52f1539a794752374fddf5
5c53054c9a79475b39c1cc5d,Коворкинги в 2018-м заявили о себе на рынке Москвы рядом крупных сделок,https://pro.rbc.ru/news/5c53054c9a79475b39c1cc5d
5c5313289a79476049d25a1a,На заметку предпринимателю: как изменятся законы в феврале,https://pro.rbc.ru/news/5c5313289a79476049d25a1a
5c5321619a794765555b5582,Как государство привлечет инвесторов к расселению аварийного жилья,https://pro.rbc.ru/news/5c5321619a794765555b5582
5c5340999a79476df34513af,Современные решения в российском стрит-ретейле — Retail Week,https://pro.rbc.ru/news/5c5340999a79476df34513af
5c53f89b9a7947139a476313,За год в Москве продали более 70 тыс. квартир комфорт- и бизнес-класса,https://pro.rbc.ru/news/5c53f89b9a7947139a476313
5c53fabf9a7947144183dd2d,Почему аргументы в пользу четырехдневной рабочей недели выглядят шаткими,https://pro.rbc.ru/news/5c53fabf9a7947144183dd2d
5c54181f9a79472007248ccc,Спрос на офисы и склады в Москве стал рекордным,https://pro.rbc.ru/news/5c54181f9a79472007248ccc
5c5435929a79472d55d90b5e,Какую продукцию виноделия покупают в регионах России,https://pro.rbc.ru/news/5c5435929a79472d55d90b5e
5c5436a39a79472d6c58bca8,Роберт Киган — РБК: «Сотрудники тратят на работу лишь половину времени»,https://pro.rbc.ru/news/5c5436a39a79472d6c58bca8
5c54be739a7947544b3177b4,Адвокаты за чужой счет: как в России инвестируют в судебные процессы,https://pro.rbc.ru/news/5c54be739a7947544b3177b4
5c57f1dd9a7947f5dadf4d28,Где в Москве работать хорошо: статистика зарплат по станциям метро,https://pro.rbc.ru/news/5c57f1dd9a7947f5dadf4d28
5c5801369a7947fba444fa0d,Контрольная закупка: как проходит и можно ли оспорить,https://pro.rbc.ru/news/5c5801369a7947fba444fa0d
5c580a629a7947ff94968aa5,Новое в трудовом законодательстве и судебной практике: что важно помнить,https://pro.rbc.ru/news/5c580a629a7947ff94968aa5
5c5810e69a794702b8008e9b,Как будет меняться рынок доставки еды из ресторанов,https://pro.rbc.ru/news/5c5810e69a794702b8008e9b
5c582bc79a79470cd26bfce2,Как спасти деньги и нервы: обзор новых трендов в работе налоговой,https://pro.rbc.ru/news/5c582bc79a79470cd26bfce2
5c582cd89a79470da00626a0,Какие рестораны открывались и закрывались в Москве в 2018 году,https://pro.rbc.ru/news/5c582cd89a79470da00626a0
5c582ed19a79470e441076c4,Более 50% открытий общепита в центре Москвы в 2018-м — новые проекты,https://pro.rbc.ru/news/5c582ed19a79470e441076c4
5c5856079a79471c7aaa3093,Цены на элитное жилье в Европе вырастут на 6%,https://pro.rbc.ru/news/5c5856079a79471c7aaa3093
5c5860a49a7947211e12d8ea,Здоровый образ жизни: глобальные тренды и российские реалии — Retail Week,https://pro.rbc.ru/news/5c5860a49a7947211e12d8ea
5c593a6c9a794753c64e7e3c,Ozon арендует 100 тыс. кв. м в Подмосковье под фулфилмент-центр,https://pro.rbc.ru/news/5c593a6c9a794753c64e7e3c
5c594b399a79475a5b620056,Шеф на заказ: как заработать на подборе персонала для ресторанов,https://pro.rbc.ru/news/5c594b399a79475a5b620056
5c594c419a79475ab8ad3829,E&Y: треть строящегося жилья в России находится в зоне риска,https://pro.rbc.ru/news/5c594c419a79475ab8ad3829
5c59535a9a79475d4e6bcba5,Спрос на элитные квартиры в Москве вырос на 15%,https://pro.rbc.ru/news/5c59535a9a79475d4e6bcba5
5c595f499a7947624e6598e4,"Недельные расходы россиян выросли до 4,3 тыс. руб.",https://pro.rbc.ru/news/5c595f499a7947624e6598e4
5c595fd59a79476168eeed36,Как конкуренты получают секреты вашей фирмы,https://pro.rbc.ru/news/5c595fd59a79476168eeed36
5c5962379a7947635a73e591,«Детский мир» в феврале откроет первый магазин в Белоруссии,https://pro.rbc.ru/news/5c5962379a7947635a73e591
5c5973089a794769e0465c61,Россияне лучше всего покупают по промоакциям шоколад,https://pro.rbc.ru/news/5c5973089a794769e0465c61
